"OCUPACION","OCUPACION.NOMBRE","SALARIO","CLASE.SEGURO","X..orden","CAMBIO"
2221,"Médicos generales y especialistas","5861274.77","C",16,"SA"
2224,"Farmacéuticos","4367489.48","C",51,"SA"
2449,"Otros profesionales en ciencias sociales","1816907.50","C",51,"SCS"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","619875.00","C",16,"SCS"
8229,"Otros operadores de máquinas para fabricar productos químicos","602787.80","C",15,"SA"
3229,"Otros técnicos de las ciencias de la salud","955239.70","C",17,"SCS"
3229,"Otros técnicos de las ciencias de la salud","2244155.80","C",449,"SA"
2449,"Otros profesionales en ciencias sociales","1496659.50","C",27,"SCS"
2449,"Otros profesionales en ciencias sociales","1500532.50","C",4,"SCS"
2226,"Enfermeros profesionales","2108401.05","C",7,"SA"
3122,"Técnicos y asistentes en estadística y demografía","926472.50","C",50,"SA"
2226,"Enfermeros profesionales","1875019.90","C",2,"SA"
2227,"Médico Especialista","1393779.60","C",344,"SA"
2449,"Otros profesionales en ciencias sociales","1774208.50","C",67,"SCS"
5132,"Ayudantes de enfermería","706125.00","C",60,"SCS"
3224,"Técnicos y asistentes en farmacia","766099.40","C",20,"SA"
2446,"Trabajadores sociales y orientadores sociales","1735443.50","C",11,"SCS"
8229,"Otros operadores de máquinas para fabricar productos químicos","414200.00","C",13,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5258918.06","C",19,"SA"
3122,"Técnicos y asistentes en estadística y demografía","750745.00","C",29,"SA"
3226,"Auxiliares de enfermería","836252.65","C",112,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1787068.00","C",41,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","750276.70","C",151,"SCS"
4149,"Oficinista","733050.00","C",21,"SCS"
9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","648810.00","C",51,"SCS"
5132,"Ayudantes de enfermería","463125.00","C",43,"SA"
2226,"Enfermeros profesionales","1419478.22","C",24,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","696383.19","C",70,"SA"
5132,"Ayudantes de enfermería","758299.50","C",142,"SA"
3229,"Otros técnicos de las ciencias de la salud","484969.30","C",35,"SA"
2131,"Diseñadores y analistas de sistemas informáticos","1743853.70","C",253,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","792915.00","C",16,"SA"
7125,"Encargado de Mantenimiento de Edificios","676845.00","C",9,"SCS"
2227,"Médico Especialista","4205229.60","C",80,"SA"
2226,"Enfermeros profesionales","2126535.75","C",197,"SA"
2449,"Otros profesionales en ciencias sociales","1771411.00","C",18,"SCS"
8229,"Otros operadores de máquinas para fabricar productos químicos","694248.15","C",11,"SA"
3229,"Otros técnicos de las ciencias de la salud","1130098.90","C",87,"SA"
2227,"Médico Especialista","2690061.50","C",83,"SCS"
2449,"Otros profesionales en ciencias sociales","1571458.45","C",74,"SA"
4131,"Empleados de control de abastecimiento e inventario","803099.05","C",117,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","647570.00","C",14,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","553122.70","C",220,"SA"
2226,"Enfermeros profesionales","3165467.35","C",103,"SA"
9155,"Ayudante de cocina","938989.21","C",92,"SA"
2227,"Médico Especialista","2595458.45","C",66,"SCS"
2449,"Otros profesionales en ciencias sociales","1148285.00","C",10,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1132343.55","C",5,"SA"
3226,"Auxiliares de enfermería","880527.00","C",171,"SCS"
3226,"Auxiliares de enfermería","855067.57","C",101,"SA"
2449,"Otros profesionales en ciencias sociales","1393549.00","C",44,"SCS"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","618800.00","C",122,"SCS"
5132,"Ayudantes de enfermería","675200.00","C",31,"SCS"
2226,"Enfermeros profesionales","2789248.55","C",419,"SA"
2449,"Otros profesionales en ciencias sociales","1443704.50","C",15,"SCS"
5132,"Ayudantes de enfermería","772245.00","C",27,"SCS"
7125,"Encargado de Mantenimiento de Edificios","576408.75","C",125,"SA"
5132,"Ayudantes de enfermería","813442.85","C",67,"SA"
2226,"Enfermeros profesionales","1391126.15","C",277,"SA"
5132,"Ayudantes de enfermería","743655.70","C",46,"SA"
2224,"Farmacéuticos","3223766.25","C",66,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","437513.96","C",31,"SA"
2226,"Enfermeros profesionales","3757482.79","C",33,"SA"
1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","2061571.50","C",9,"SCS"
3229,"Otros técnicos de las ciencias de la salud","672980.00","C",11,"SA"
2446,"Trabajadores sociales y orientadores sociales","1858699.00","C",7,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2311547.50","C",5,"SCS"
7125,"Encargado de Mantenimiento de Edificios","712935.00","C",24,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4067556.30","C",114,"SA"
2227,"Médico Especialista","8366442.36","C",332,"SA"
5132,"Ayudantes de enfermería","732456.95","C",1,"SA"
7125,"Encargado de Mantenimiento de Edificios","675885.00","C",23,"SCS"
3226,"Auxiliares de enfermería","1031171.60","C",226,"SA"
5132,"Ayudantes de enfermería","731982.00","C",38,"SA"
2449,"Otros profesionales en ciencias sociales","1318231.99","C",3,"OC"
3226,"Auxiliares de enfermería","744724.50","C",129,"SA"
3122,"Técnicos y asistentes en estadística y demografía","779640.00","C",11,"SA"
2449,"Otros profesionales en ciencias sociales","1627285.50","C",3,"SA"
3226,"Auxiliares de enfermería","802011.00","C",3,"SCS"
2445,"Psicólogos","1785134.50","C",97,"SCS"
2227,"Médico Especialista","9703326.40","C",316,"SA"
3122,"Técnicos y asistentes en estadística y demografía","700800.00","C",21,"SCS"
8229,"Otros operadores de máquinas para fabricar productos químicos","683074.15","C",67,"SA"
7125,"Encargado de Mantenimiento de Edificios","743890.90","C",54,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","1006132.01","C",1,"SA"
2449,"Otros profesionales en ciencias sociales","1605202.50","C",54,"SCS"
2227,"Médico Especialista","6470556.54","C",13,"SA"
2226,"Enfermeros profesionales","2245801.87","C",90,"SA"
8251,"Operadores de máquinas de imprenta","745720.00","C",17,"SCS"
5132,"Ayudantes de enfermería","939601.47","C",41,"SA"
3229,"Otros técnicos de las ciencias de la salud","1251923.77","C",3,"SA"
7125,"Encargado de Mantenimiento de Edificios","853874.10","C",61,"SA"
5132,"Ayudantes de enfermería","713180.00","C",30,"SCS"
7125,"Encargado de Mantenimiento de Edificios","713829.87","C",23,"SA"
3229,"Otros técnicos de las ciencias de la salud","918680.00","C",56,"SCS"
7125,"Encargado de Mantenimiento de Edificios","709390.20","C",114,"SA"
5132,"Ayudantes de enfermería","350212.20","C",156,"SA"
4112,"Secretarios","751150.00","C",3,"SCS"
1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","2155380.00","C",4,"SCS"
4131,"Empleados de control de abastecimiento e inventario","543345.00","C",47,"SA"
2226,"Enfermeros profesionales","1631646.65","C",24,"SA"
3229,"Otros técnicos de las ciencias de la salud","1631667.75","C",554,"SA"
3224,"Técnicos y asistentes en farmacia","931000.00","C",26,"SCS"
3226,"Auxiliares de enfermería","868476.00","C",13,"SCS"
3226,"Auxiliares de enfermería","744677.75","C",11,"SA"
5132,"Ayudantes de enfermería","722637.05","C",33,"SA"
2226,"Enfermeros profesionales","1826472.92","C",61,"SA"
7125,"Encargado de Mantenimiento de Edificios","486036.75","C",15,"SA"
3226,"Auxiliares de enfermería","1483309.25","C",217,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","888059.50","C",113,"SA"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","618800.00","C",114,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1330027.42","C",9,"SA"
9155,"Ayudante de cocina","636391.80","C",111,"SA"
2226,"Enfermeros profesionales","3328134.20","C",225,"SA"
4149,"Oficinista","772830.00","C",141,"SA"
9152,"Guardianes y porteros ","700315.00","C",9,"SCS"
3226,"Auxiliares de enfermería","722253.00","C",5,"SCS"
5132,"Ayudantes de enfermería","1689494.95","C",77,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1134857.35","C",128,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","824455.00","C",2,"SCS"
2449,"Otros profesionales en ciencias sociales","3614768.80","C",93,"SA"
2449,"Otros profesionales en ciencias sociales","1338732.50","C",26,"SCS"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","518700.00","C",13,"SCS"
2449,"Otros profesionales en ciencias sociales","1110251.95","C",23,"SA"
2227,"Médico Especialista","4447383.40","C",129,"SA"
2221,"Médicos generales y especialistas","2444197.30","C",7,"SCS"
9155,"Ayudante de cocina","664956.34","C",19,"SA"
2221,"Médicos generales y especialistas","2131507.35","C",6,"SA"
5132,"Ayudantes de enfermería","854419.60","C",140,"SA"
2449,"Otros profesionales en ciencias sociales","1644465.24","C",29,"SA"
9155,"Ayudante de cocina","1197915.80","C",65,"SA"
3122,"Técnicos y asistentes en estadística y demografía","958440.00","C",88,"SCS"
7125,"Encargado de Mantenimiento de Edificios","760950.00","C",92,"SA"
2227,"Médico Especialista","6339690.10","C",4,"SA"
2227,"Médico Especialista","8598390.00","C",329,"SA"
2226,"Enfermeros profesionales","1690002.60","C",29,"SA"
9152,"Guardianes y porteros ","1195775.90","C",94,"SA"
2221,"Médicos generales y especialistas","3270585.90","C",2,"SCS"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2404912.50","C",7,"SCS"
3224,"Técnicos y asistentes en farmacia","492488.03","C",5,"SA"
9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","668898.00","C",192,"SA"
4131,"Empleados de control de abastecimiento e inventario","849300.00","C",5,"SCS"
3229,"Otros técnicos de las ciencias de la salud","980291.41","C",40,"SA"
3229,"Otros técnicos de las ciencias de la salud","1014258.66","C",10,"SA"
2222,"Odontólogos","2221860.20","C",8,"SCS"
3226,"Auxiliares de enfermería","2178595.65","C",313,"SA"
2222,"Odontólogos","731933.84","C",19,"SA"
9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","278640.00","C",2,"SA"
5132,"Ayudantes de enfermería","1347946.14","C",394,"SA"
2226,"Enfermeros profesionales","1886690.67","C",180,"SA"
3226,"Auxiliares de enfermería","880186.25","C",156,"SA"
3226,"Auxiliares de enfermería","841890.00","C",159,"SCS"
5132,"Ayudantes de enfermería","655313.55","C",118,"SA"
4112,"Secretarios","489044.95","C",16,"SA"
2226,"Enfermeros profesionales","2532552.10","C",4,"SA"
9155,"Ayudante de cocina","762218.00","C",13,"SA"
7125,"Encargado de Mantenimiento de Edificios","675787.40","C",37,"SA"
7125,"Encargado de Mantenimiento de Edificios","771602.58","C",55,"SA"
2449,"Otros profesionales en ciencias sociales","1509366.00","C",29,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","2225217.50","C",2,"SCS"
7125,"Encargado de Mantenimiento de Edificios","1002265.90","C",297,"SA"
5132,"Ayudantes de enfermería","718252.93","C",2,"SA"
7125,"Encargado de Mantenimiento de Edificios","725220.65","C",90,"SA"
5132,"Ayudantes de enfermería","977591.80","C",346,"SA"
9152,"Guardianes y porteros ","996419.65","C",4,"SA"
5132,"Ayudantes de enfermería","670012.55","C",353,"SA"
3122,"Técnicos y asistentes en estadística y demografía","834539.30","C",10,"SA"
5132,"Ayudantes de enfermería","811212.20","C",53,"SA"
9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","578225.81","C",1,"SA"
3226,"Auxiliares de enfermería","960603.70","C",521,"SA"
2226,"Enfermeros profesionales","2750367.80","C",208,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1050537.00","C",13,"SA"
5132,"Ayudantes de enfermería","626971.45","C",9,"SCS"
3229,"Otros técnicos de las ciencias de la salud","858671.70","C",9,"SCS"
3411,"Técnicos y auxiliares de contabilidad y auditoría","1349874.50","C",196,"SCS"
2227,"Médico Especialista","7444561.44","C",149,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","940642.85","C",20,"SA"
3412,"Técnicos y asistentes en recursos humanos","1081184.80","C",62,"SA"
2226,"Enfermeros profesionales","2369108.65","C",405,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2470605.10","C",18,"SCS"
2445,"Psicólogos","1138515.85","C",57,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2158841.95","C",175,"SA"
5132,"Ayudantes de enfermería","803452.48","C",29,"SA"
2449,"Otros profesionales en ciencias sociales","1791011.90","C",106,"SCS"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","581400.00","C",245,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","635201.81","C",73,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","724413.43","C",82,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","1002320.00","C",95,"SCS"
7125,"Encargado de Mantenimiento de Edificios","616903.58","C",3,"SA"
3226,"Auxiliares de enfermería","775783.45","C",61,"SA"
3229,"Otros técnicos de las ciencias de la salud","882230.00","C",97,"SCS"
2227,"Médico Especialista","6737370.90","C",44,"SA"
5132,"Ayudantes de enfermería","752368.40","C",17,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","781931.57","C",1,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","465405.00","C",16,"SA"
3122,"Técnicos y asistentes en estadística y demografía","923403.90","C",162,"SCS"
9155,"Ayudante de cocina","567760.00","C",52,"SCS"
2227,"Médico Especialista","2763323.78","C",144,"SCS"
5132,"Ayudantes de enfermería","874491.25","C",257,"SA"
2449,"Otros profesionales en ciencias sociales","1319216.50","C",41,"SA"
3229,"Otros técnicos de las ciencias de la salud","1083078.70","C",103,"SA"
5132,"Ayudantes de enfermería","667664.31","C",23,"SA"
2224,"Farmacéuticos","3736649.69","C",10,"SA"
3122,"Técnicos y asistentes en estadística y demografía","590200.00","C",3,"SA"
2449,"Otros profesionales en ciencias sociales","1543110.00","C",68,"SCS"
3139,"Otros técnicos en informática","898275.00","C",111,"SCS"
7125,"Encargado de Mantenimiento de Edificios","712890.00","C",10,"SCS"
7125,"Encargado de Mantenimiento de Edificios","1044994.52","C",1,"SA"
2229,"Otros profesionales en ciencias de la salud","1001023.54","C",7,"OC"
2224,"Farmacéuticos","3219496.65","C",22,"SA"
2449,"Otros profesionales en ciencias sociales","1539847.50","C",39,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1334622.80","C",5,"SA"
3189,"Otros supervisores de personal","84086.60","C",117,"SA"
5132,"Ayudantes de enfermería","521906.25","C",16,"SA"
5132,"Ayudantes de enfermería","599240.00","C",10,"SA"
2449,"Otros profesionales en ciencias sociales","1651655.50","C",5,"SCS"
2226,"Enfermeros profesionales","2956488.42","C",126,"SA"
2449,"Otros profesionales en ciencias sociales","1585837.40","C",76,"SCS"
5132,"Ayudantes de enfermería","859832.50","C",32,"SA"
3224,"Técnicos y asistentes en farmacia","1364788.01","C",50,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","863880.00","C",5,"SCS"
2227,"Médico Especialista","7619401.00","C",76,"SA"
3229,"Otros técnicos de las ciencias de la salud","633140.00","C",42,"SA"
9155,"Ayudante de cocina","695019.20","C",67,"SA"
3412,"Técnicos y asistentes en recursos humanos","761100.00","C",14,"SCS"
3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","700700.00","C",39,"SCS"
9155,"Ayudante de cocina","320439.28","C",3,"SA"
3226,"Auxiliares de enfermería","1108086.45","C",322,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1041004.91","C",36,"SA"
